zone,corridor,junction,event_cause,duration_mins
Unknown,Bannerghata Road,,pot_holes,120.0
Unknown,Bannerghata Road,,pot_holes,120.0
Unknown,West of Chord Road,,water_logging,120.0
Unknown,Bannerghata Road,,pot_holes,120.0
Unknown,ORR West 1,,vehicle_breakdown,141.02791743333333
Unknown,Non-corridor,,others,120.0
Unknown,Mysore Road,,tree_fall,1440.0
Unknown,Non-corridor,,tree_fall,1440.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
South Zone 2,ORR East 1,SilkBoardJunc,pot_holes,1440.0
Unknown,Bellary Road 1,,construction,545.3734030166667
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Old Madras Road,,water_logging,120.0
Unknown,Non-corridor,,pot_holes,120.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,ORR North 2,,congestion,120.0
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,tree_fall,61.79462865
Unknown,Mysore Road,,vehicle_breakdown,102.3569732
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,construction,120.0
Unknown,Non-corridor,,accident,120.0
Unknown,Tumkur Road,,accident,120.0
Unknown,Bannerghata Road,,vehicle_breakdown,120.0
West Zone 1,Non-corridor,RingRoad-UllalJunction,others,1440.0
Unknown,Non-corridor,,pot_holes,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,102.53794968333334
Unknown,Magadi Road,,vehicle_breakdown,106.48373361666667
Unknown,Tumkur Road,,accident,120.0
Unknown,Hosur Road,,vehicle_breakdown,75.3592525
North Zone 2,ORR North 2,BhadrappaLayout,others,1440.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,pot_holes,365.2268505833334
Unknown,ORR East 2,,construction,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,others,120.0
Unknown,ORR East 1,,water_logging,49.972616783333336
Unknown,Mysore Road,,vehicle_breakdown,111.6212591
Unknown,Mysore Road,,tree_fall,1440.0
Unknown,ORR West 1,,road_conditions,1440.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,ORR West 1,,road_conditions,120.0
Unknown,ORR West 1,,road_conditions,120.0
Unknown,Bannerghata Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,tree_fall,120.0
Unknown,ORR East 1,,vehicle_breakdown,120.0
Unknown,ORR West 1,,road_conditions,120.0
Unknown,ORR West 1,,road_conditions,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,52.83199456666667
Unknown,Old Madras Road,,construction,120.0
Unknown,ORR East 1,IbblurJunction',water_logging,1440.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,others,81.46960444999999
Unknown,Mysore Road,,others,15.3042995
Unknown,Non-corridor,,tree_fall,178.15932105
Unknown,Non-corridor,,pot_holes,1440.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,construction,31.910260883333333
Unknown,Tumkur Road,,vehicle_breakdown,120.0
North Zone 2,Non-corridor,,pot_holes,1440.0
Unknown,Magadi Road,,pot_holes,120.0
Unknown,ORR East 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,11.80107465
Unknown,Magadi Road,,vehicle_breakdown,24.504338233333332
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,tree_fall,1228.0686473666667
Unknown,ORR East 1,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,86.29591815
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,ORR North 1,,vehicle_breakdown,18.84050655
Unknown,Bellary Road 1,,vehicle_breakdown,23.641425966666667
Unknown,Tumkur Road,,vehicle_breakdown,36.504006333333336
Unknown,Mysore Road,,vehicle_breakdown,23.382822833333332
Unknown,Non-corridor,,vehicle_breakdown,104.21347743333334
Unknown,Bellary Road 1,,vehicle_breakdown,86.29412574999999
Unknown,Old Airport Road,,vehicle_breakdown,70.8526748
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,construction,120.0
Unknown,CBD 2,,road_conditions,120.0
Unknown,West of Chord Road,,vehicle_breakdown,120.0
Unknown,CBD 2,,road_conditions,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Magadi Road,,vehicle_breakdown,72.9697583
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,construction,60.798384383333335
Unknown,West of Chord Road,,vehicle_breakdown,120.0
Unknown,CBD 2,,road_conditions,1440.0
Unknown,Bannerghata Road,,others,119.59072880000001
Unknown,Non-corridor,,vehicle_breakdown,78.98550595
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,ORR North 2,,vehicle_breakdown,138.03128305
Unknown,Old Airport Road,,vehicle_breakdown,28.376774483333335
Unknown,ORR North 2,,congestion,120.0
Unknown,Non-corridor,,vehicle_breakdown,93.05635131666666
Unknown,Magadi Road,Sumanhalli,others,1440.0
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,11.49699995
Central Zone 2,Non-corridor,,pot_holes,1440.0
Unknown,Non-corridor,,construction,1440.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,others,199.88949181666666
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,construction,120.0
Unknown,ORR North 2,,congestion,120.0
South Zone 1,Non-corridor,,pot_holes,120.0
South Zone 1,Non-corridor,,pot_holes,120.0
Unknown,Hosur Road,,vehicle_breakdown,75.03727443333334
Unknown,Old Madras Road,,vehicle_breakdown,120.0
Unknown,Hennur Main Road,,others,43.87439846666667
South Zone 1,Non-corridor,,pot_holes,1440.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Mysore Road,,construction,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,ORR West 1,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,22.174727083333334
Unknown,ORR East 2,,construction,120.0
South Zone 1,Non-corridor,,pot_holes,1440.0
South Zone 1,Non-corridor,,pot_holes,120.0
South Zone 2,Non-corridor,BucheryJunction,pot_holes,120.0
South Zone 2,Non-corridor,BucheryJunction,pot_holes,120.0
South Zone 2,Non-corridor,BucheryJunction,pot_holes,120.0
Unknown,Mysore Road,,vip_movement,120.0
Central Zone 1,Non-corridor,,pot_holes,120.0
Unknown,Non-corridor,,tree_fall,105.48940756666666
Unknown,Non-corridor,,tree_fall,1440.0
Unknown,Mysore Road,,vehicle_breakdown,57.51257438333334
Unknown,Non-corridor,,tree_fall,1440.0
Unknown,ORR North 2,,congestion,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,33.33879541666667
Unknown,Mysore Road,,vehicle_breakdown,39.6093981
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,construction,120.0
Unknown,Tumkur Road,,vehicle_breakdown,10.150965166666667
Unknown,Non-corridor,,tree_fall,66.3340463
Unknown,ORR East 1,,vehicle_breakdown,19.115834
Unknown,Non-corridor,,tree_fall,120.0
Unknown,Non-corridor,,pot_holes,120.0
Unknown,Magadi Road,,congestion,120.0
Unknown,Non-corridor,,others,42.96236663333333
Unknown,Non-corridor,,tree_fall,120.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,road_conditions,1107.1190462833333
Unknown,Non-corridor,,others,87.31756581666667
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,66.13607151666666
Unknown,ORR East 1,,vehicle_breakdown,13.551236183333334
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,West of Chord Road,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,30.63011775
Unknown,ORR East 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,18.7735204
Unknown,Non-corridor,,vehicle_breakdown,77.0688961
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Old Airport Road,,water_logging,120.0
Unknown,Bellary Road 2,,accident,120.0
Unknown,ORR North 2,,congestion,120.0
Unknown,West of Chord Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,water_logging,820.8788695333334
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,pot_holes,1440.0
Unknown,ORR East 1,IbblurJunction',construction,1440.0
Unknown,Non-corridor,,others,1440.0
Unknown,Non-corridor,,construction,120.0
Unknown,Non-corridor,,others,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,accident,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,others,120.0
Unknown,Non-corridor,,others,25.367629383333334
Unknown,Non-corridor,,others,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,others,120.0
Unknown,Mysore Road,,vehicle_breakdown,15.771932999999999
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Old Airport Road,,accident,35.956496816666665
Unknown,Tumkur Road,,others,120.0
Unknown,Old Airport Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,others,1440.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,pot_holes,120.0
Unknown,Mysore Road,,others,17.062712316666666
Unknown,ORR East 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,ORR East 2,,construction,120.0
Unknown,Non-corridor,,vehicle_breakdown,35.281999049999996
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,others,10.0
North Zone 1,Non-corridor,PotteryCircle,pot_holes,1440.0
Unknown,Non-corridor,,others,1440.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,water_logging,120.0
Unknown,ORR West 1,,vehicle_breakdown,20.211203416666667
Unknown,Bellary Road 1,,vehicle_breakdown,141.64393971666667
Unknown,ORR North 2,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,others,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,accident,78.2774947
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,ORR West 1,,vehicle_breakdown,36.08605643333333
Unknown,Non-corridor,,pot_holes,120.0
North Zone 1,ORR North 1,"VeerannapalyaJunction(BEL,HO)",others,1440.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,congestion,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,31.520573033333335
Unknown,ORR East 2,,construction,1440.0
Unknown,Tumkur Road,,vehicle_breakdown,132.2670364
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,ORR East 2,,vehicle_breakdown,120.0
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,72.34147603333332
Unknown,Hosur Road,,vehicle_breakdown,96.5241556
Unknown,Non-corridor,,others,1440.0
Unknown,Non-corridor,,water_logging,1440.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,tree_fall,508.2992390666667
Unknown,ORR West 1,,vehicle_breakdown,75.99775528333333
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,ORR North 2,,congestion,120.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Old Airport Road,,vehicle_breakdown,10.359373833333333
Unknown,Non-corridor,,construction,120.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,accident,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,10.859754400000002
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Old Madras Road,,tree_fall,120.0
Unknown,Non-corridor,,procession,120.0
Unknown,ORR North 2,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,ORR North 1,,vehicle_breakdown,80.29286535
Unknown,ORR North 1,,others,120.0
Unknown,Non-corridor,,others,120.0
Unknown,ORR East 1,,vehicle_breakdown,16.53580991666667
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Mysore Road,,others,36.87994801666667
Unknown,West of Chord Road,,vehicle_breakdown,120.0
Unknown,West of Chord Road,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,construction,120.0
Unknown,ORR West 1,JP Nagar 15th cross junction,water_logging,1440.0
Unknown,Non-corridor,,vehicle_breakdown,83.28090113333333
Unknown,Non-corridor,,protest,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,23.753298683333334
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,73.46585520000001
Unknown,Magadi Road,,vehicle_breakdown,72.26638113333334
Unknown,Bellary Road 1,,vehicle_breakdown,92.67076003333334
Unknown,Mysore Road,,vehicle_breakdown,14.5656122
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,12.90432295
Unknown,Non-corridor,,tree_fall,120.0
Unknown,ORR East 2,,accident,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bannerghata Road,,others,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Bannerghata Road,,others,1440.0
Unknown,Non-corridor,,road_conditions,1440.0
Unknown,Tumkur Road,,vehicle_breakdown,102.77983354999999
Unknown,Tumkur Road,,vehicle_breakdown,120.0
Unknown,Bellary Road 2,,others,1440.0
Unknown,Tumkur Road,,vehicle_breakdown,104.3606748
Unknown,Non-corridor,,vehicle_breakdown,11.195320116666666
Unknown,ORR North 2,,vehicle_breakdown,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,79.53191238333334
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,accident,10.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,ORR West 1,,vehicle_breakdown,120.0
Unknown,Old Madras Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,69.83975466666668
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,ORR North 1,,construction,120.0
Unknown,Tumkur Road,,vehicle_breakdown,10.261219083333334
Unknown,ORR West 1,,vehicle_breakdown,120.0
Unknown,Non-corridor,,pot_holes,1440.0
Unknown,Non-corridor,,vehicle_breakdown,15.854282233333333
Unknown,Old Airport Road,,vehicle_breakdown,40.82496125
Unknown,Airport New South Road,,vehicle_breakdown,120.0
Unknown,Hosur Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,39.93153236666667
Unknown,Non-corridor,,tree_fall,52.854736083333336
Unknown,Non-corridor,,water_logging,120.0
Unknown,Non-corridor,,tree_fall,120.0
Unknown,West of Chord Road,,pot_holes,120.0
Unknown,Non-corridor,,water_logging,45.86103
Unknown,Non-corridor,,construction,120.0
Unknown,Mysore Road,,water_logging,1440.0
Unknown,Non-corridor,,water_logging,120.0
Unknown,Non-corridor,,pot_holes,120.0
Unknown,Magadi Road,,others,24.955134649999998
Unknown,Non-corridor,,vehicle_breakdown,22.23222121666667
Unknown,Non-corridor,,tree_fall,120.0
Unknown,Non-corridor,,public_event,120.0
Unknown,Non-corridor,,vehicle_breakdown,32.981926566666665
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,public_event,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,CBD 2,QueensStatueCircle,public_event,120.0
Unknown,ORR West 1,,water_logging,120.0
Unknown,ORR West 1,,water_logging,1440.0
Unknown,Non-corridor,,vehicle_breakdown,24.749764333333335
Unknown,Bannerghata Road,,water_logging,1440.0
Unknown,Non-corridor,,others,1440.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,ORR North 2,,vehicle_breakdown,120.0
Unknown,ORR North 1,,vehicle_breakdown,120.0
Unknown,Bannerghata Road,,water_logging,120.0
Unknown,Magadi Road,,vehicle_breakdown,107.40422818333333
Unknown,Non-corridor,,water_logging,120.0
Unknown,ORR North 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,water_logging,1440.0
Unknown,Non-corridor,,tree_fall,120.0
Unknown,Non-corridor,,water_logging,120.0
Unknown,Non-corridor,,water_logging,634.7593560833334
Unknown,ORR West 1,,tree_fall,628.0100223833334
Unknown,ORR West 1,,vehicle_breakdown,39.407815049999996
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,accident,34.37267258333333
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Bannerghata Road,,water_logging,120.0
Unknown,Tumkur Road,,vehicle_breakdown,45.264776866666665
Unknown,Bannerghata Road,,water_logging,120.0
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,vehicle_breakdown,45.61544075
Unknown,Non-corridor,,procession,120.0
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Old Madras Road,,vehicle_breakdown,120.0
Unknown,Magadi Road,,vehicle_breakdown,77.75613968333333
Unknown,ORR East 2,,others,170.56828548333334
Unknown,ORR East 2,,others,18.06991683333333
Unknown,ORR North 2,,vehicle_breakdown,90.19006885
Unknown,Non-corridor,,congestion,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,water_logging,1043.3983678333332
Unknown,Non-corridor,,procession,120.0
Unknown,Bellary Road 2,,vehicle_breakdown,12.225998116666666
Unknown,Non-corridor,,water_logging,1039.9556850166666
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,water_logging,1440.0
Unknown,Bellary Road 1,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,water_logging,1440.0
Unknown,Magadi Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,accident,120.0
Unknown,Old Madras Road,,vehicle_breakdown,120.0
Unknown,Old Madras Road,,vehicle_breakdown,120.0
Unknown,Varthur Road,,construction,120.0
Central Zone 1,Old Madras Road,TrinityCircle,pot_holes,1440.0
Unknown,Hosur Road,,tree_fall,62.19627536666667
Unknown,Old Madras Road,,water_logging,1440.0
Unknown,Old Madras Road,,water_logging,1440.0
Unknown,Bellary Road 2,,vehicle_breakdown,76.96167763333332
Unknown,Non-corridor,,water_logging,120.0
Unknown,Old Madras Road,,accident,120.0
Unknown,Non-corridor,,tree_fall,120.0
Unknown,Non-corridor,,water_logging,1440.0
Unknown,Mysore Road,,vehicle_breakdown,61.782266433333334
Unknown,Varthur Road,,vehicle_breakdown,37.483846299999996
Unknown,ORR East 1,,public_event,120.0
Unknown,ORR West 1,,vehicle_breakdown,39.58132188333333
Unknown,Hennur Main Road,,congestion,41.08258143333333
Unknown,Mysore Road,,others,1440.0
Unknown,ORR West 1,,water_logging,1440.0
Unknown,ORR North 1,,construction,120.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Hennur Main Road,,construction,120.0
Unknown,ORR East 1,,vehicle_breakdown,120.0
Unknown,ORR East 2,,vehicle_breakdown,120.0
Unknown,Mysore Road,,vehicle_breakdown,120.0
Unknown,Non-corridor,,others,567.0433455166666
Unknown,Old Madras Road,,vehicle_breakdown,120.0
Unknown,Mysore Road,,tree_fall,1440.0
Unknown,Bellary Road 1,,accident,120.0
Unknown,Varthur Road,,vehicle_breakdown,120.0
Unknown,Hennur Main Road,,construction,120.0
Unknown,Non-corridor,,tree_fall,120.0
Unknown,Bellary Road 1,,vehicle_breakdown,110.65663531666668
Unknown,Non-corridor,,pot_holes,1440.0
North Zone 2,Bellary Road 1,HebbalFlyoverJunc,road_conditions,1440.0
Unknown,Non-corridor,,vehicle_breakdown,120.0
Unknown,Tumkur Road,,others,120.0
Unknown,Non-corridor,,tree_fall,1440.0
Unknown,Bellary Road 2,,vehicle_breakdown,120.0
Unknown,Non-corridor,,tree_fall,1440.0
Unknown,Non-corridor,,tree_fall,1440.0
Unknown,Non-corridor,,tree_fall,1440.0
Unknown,Non-corridor,,water_logging,1440.0
Unknown,Non-corridor,,vehicle_breakdown,75.83953751666667
